,"wiki.url","wiki.summary","img_url","img_fn","img_status","img_list",
"Cape Bridgewater","https://en.wikipedia.org/wiki/Bridgewater_On_Loddon,_Victoria","Bridgewater On Loddon is a town in north central Victoria, Australia. The town is located on the Calder Highway, north west of Bendigo, astride the Loddon River. At the 2011 census, Bridgewater On Loddon had a population of 363. The rural area which surrounds Bridgewater on Loddon is named simply ""Bridgewater"". The Loddon Shire covers an area of approximately 6,700 square kilometres making it the seventh largest municipality (in area) in Victoria. The Shire’s population is approximately 8,600. The municipality is characterised by a number of small towns dispersed throughout the area.Loddon Shire Council
The Post Office opened on 1 January 1868 as Bridgewater-on-Loddon and was renamed Bridgewater around 1941.
Bridgewater has a new swimming pool and beach about two minutes walk from the Loddon Bridge Hotel, opposite the Post Office.
When reasonable water levels flow, the Mill Rapid downstream of the Calder Hwy bridge provides technical whitewater kayaking of Grade 3 standard featuring a short fast run. This should only be attempted by kayakers with an appropriate level of experience and training and equipped at the very least with spray covers, buoyancy vests and helmets. Access is usually via local roads on the west bank. If approaching on the water from upstream, beware of entering the flour mill race area on the right (east) bank. Upstream of the Calder Hwy bridge kayakers and canoeists will have a pleasant paddling experience but may have to share the river with swimmers, fishers, and waterskiers.
The town has an Australian Rules football team competing in the Loddon Valley Football League.
Golfers play at the Bridgewater-On-Loddon Golf Club on the Calder Highway.","https://upload.wikimedia.org/wikipedia/commons/f/fa/Bridgewater_on_Loddon_Loddon_Bridge_Hotel_004.JPG","Cape Bridgewater.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/f/fa/Bridgewater_on_Loddon_Loddon_Bridge_Hotel_004.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Australia_Victoria_Loddon_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Casterton","https://en.wikipedia.org/wiki/Casterton,_Victoria","Casterton /ˈkɑːstətən, ˈkæs-/ is a town in Victoria, Australia, located on the Glenelg Highway, 42 kilometres east of the South Australian border, in the Shire of Glenelg. The Glenelg River passes through the town. Casterton is named after the village of Casterton in south-east Cumbria in England.","https://upload.wikimedia.org/wikipedia/commons/d/dc/Casterton_Henty_Street_003.JPG","Casterton.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/dc/Casterton_Henty_Street_003.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Australia_Victoria_Glenelg_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Condah","https://en.wikipedia.org/wiki/Framlingham,_Victoria","Framlingham was an Aboriginal reserve established by the Board for the Protection of Aborigines in Victoria, Australia in 1861. It was located beside the Hopkins River in the territory of the Girai wurrung near the boundary with the Gunditjmara, not too far from Warrnambool on the south-west coast of the state. The reserve operated until it was closed in 1916, with the aboriginal community continuing to the present.","https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Moyne_Shire_location_map.svg","Condah.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Moyne_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/3/3f/Australian_Aboriginal_Flag.svg']",
"Bannockburn","https://en.wikipedia.org/wiki/Bannockburn,_Victoria","Bannockburn is a rural township near Geelong, Victoria, Australia, 93 km southwest of Melbourne. It is located in Golden Plains Shire. At the 2006 census, Bannockburn had a population of 2486.","https://upload.wikimedia.org/wikipedia/commons/2/28/Bannockburn_former_railway_station.jpg","Bannockburn.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/2/28/Bannockburn_former_railway_station.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Australia_Victoria_Golden_Plains_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Berringa","https://en.wikipedia.org/wiki/Berringa,_Victoria","Berringa is a small township in west-central Victoria, Australia. It is situated in Golden Plains Shire, about 43 km southwest of Ballarat.
The township and surrounding rural community are located on the southern extremity of a range of Silurian slate and sandstone rock. The area was a centre of intensive gold mining in the 19th and early 20th centuries.
The township was known as Kangaroo prior to 1900, the Post Office opening in January 1878 as Kangaroo, being renamed Berringa in 1900 and closing in 1955. Gold has been mined at Berringa since the 1850s, with the main period of production being from 1898 to 1917, during which time about 280,000 ounces of gold were extracted from five major mines and several other, smaller operations. Mining continued after World War I on a lesser scale until the area was abandoned in the 1950s.
Ballarat Goldfields NL, through its subsidiary, Berringa Resources Pty. Ltd., still conducts exploration operations at Berringa.
Gold mining had a direct effect on Berringa's population, which increased from 150 in 1899 to a peak of about 4000 in 1908. By 1922, with the gold mining boom over, the population had fallen to about 100. As of the 2006 census, Berringa and the surrounding area had a population of 259. The Berringa district is showing a modest population revival with the tree change phenomenon. The district was the site of a significant bushfire in February 1995.","https://upload.wikimedia.org/wikipedia/commons/9/99/Berringa_Birthday_Mine.jpg","Berringa.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/9/99/Berringa_Birthday_Mine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Australia_Victoria_Golden_Plains_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Cape Clear","https://en.wikipedia.org/wiki/Cape_Clear,_Victoria","Cape Clear is a small town located in Victoria, Australia. Cape Clear has a hotel and a general store. The town is close to the Woady Yaloak River. The area was once vibrant during the gold rush in the 19th century. Cape Clear Post Office opened on 17 April 1865. It is now largely dependent on farming.

Cape Clear was named by Irish goldminers who originated from Cape Clear in Ireland. Despite its name, it is about 100 kilometres from the coast. A 13 metre high model lighthouse with a working light was constructed near the hotel in 2008 to create a local landmark.
The Cape Clear Cast Iron Mileposts, located on Lismore-Scarsdale Road and Rokewood-Skipton Road, are listed on the Victorian Heritage Register.","https://upload.wikimedia.org/wikipedia/commons/b/be/Cape_Clear_Victoria_model_lighthouse.jpg","Cape Clear.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/b/be/Cape_Clear_Victoria_model_lighthouse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/CapeClearHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Australia_Victoria_Golden_Plains_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Corindhap","https://en.wikipedia.org/wiki/Corindhap,_Victoria","Corindhap is a town in the Australian state of Victoria located on the Ballarat-Colac Road, 38.9 km from Ballarat and 62.9 km from Colac. Formerly known as Break O'Day.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Corindhap.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Australia_Victoria_Golden_Plains_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Eaglehawk","https://en.wikipedia.org/wiki/Eaglehawk,_Victoria","Eaglehawk is a former gold-mining town in Victoria, Australia and a suburb within the City of Greater Bendigo.
The town is situated to the north-west of Bendigo on the Loddon Valley Highway. The highway is known locally as High Street until the intersection with Sailors Gully Road (Bendigo - Pyramid Road) and as Peg Leg Road to the west. Located on this intersection is Brassey Square which is the location of the town hall. Next to the town hall is the former post office and the Mechanics' Institute. To the north of the intersection on Napier Street is Canterbury Park and Lake Neangar while the Swan Hill railway line and the local railway station are located to the south.

","https://upload.wikimedia.org/wikipedia/commons/0/07/EaglehawkHighStreet2010.JPG","Eaglehawk.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/0/07/EaglehawkHighStreet2010.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/71/EaglehawkBrasseySquareBuildings.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Bendigo_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"California Gully","https://en.wikipedia.org/wiki/California_Gully,_Victoria","California Gully is a suburb of Bendigo, Victoria, Australia. The suburb is located 5 kilometres (3.1 mi) north-west of the Bendigo city centre along Eaglehawk Road. At the 2011 census, California Gully had a population of 4,263.","https://upload.wikimedia.org/wikipedia/commons/1/1e/CaliforniaGullyUnitingChurch1.JPG","California Gully.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1e/CaliforniaGullyUnitingChurch1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Bendigo_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Epsom","https://en.wikipedia.org/wiki/Epsom,_Victoria","Epsom is a suburb of the city of Bendigo in central Victoria, Australia. Epsom is in the City of Greater Bendigo, 7 kilometres (4.3 mi) north of the Bendigo central business district. At the 2011 census, Epsom had a population of 2,687.

","https://upload.wikimedia.org/wikipedia/commons/8/8c/EpsomTurfClubHotel.JPG","Epsom.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/8/8c/EpsomTurfClubHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Bendigo_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Axedale","https://en.wikipedia.org/wiki/Quarry_Hill,_Victoria","Quarry Hill is an inner suburb of Bendigo, Victoria, Australia 3 kilometres (1.9 mi) south of the Bendigo city centre. At the 2011 census, Quarry Hill had a population of 2,338.

","https://upload.wikimedia.org/wikipedia/commons/8/83/QuarryHillQueensArmsHotel.JPG","Axedale.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/8/83/QuarryHillQueensArmsHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Bendigo_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Keysborough","https://en.wikipedia.org/wiki/Keysborough,_Victoria","Keysborough is a suburb in Melbourne, Victoria, Australia, 27 km south-east of Melbourne's central business district. Its local government area is the City of Greater Dandenong. In 2014, Keysborough had an estimated population of 22,800. Keysborough includes market gardens and semi-rural properties and is also a large residential/industrial suburb which started to grow in the 1960s and well into the 1990s.
The Post Office opened on 27 November 1973 and was known as Noble Park South until 1978.
Today, Keysborough facilitates several primary and secondary schools, including the Keysborough campus of Haileybury College and Lighthouse Christian College. Parkmore Shopping Centre includes a Coles, Woolworths, Kmart, Big W, Australia Post and an assortment of specialty stores. As of 2002 the southern corner of the suburb was under development and four new housing estates have been developed including The Keys, Hidden Grove, and Crystal Waters. A new housing estate, Somerfield, in southern Keysborough is currently under development.","https://upload.wikimedia.org/wikipedia/en/d/d1/Parkmore_SC-_Route_10.JPG","Keysborough.jpg","Done","['https://upload.wikimedia.org/wikipedia/en/d/d1/Parkmore_SC-_Route_10.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Parkmore_SC.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Springvale","https://en.wikipedia.org/wiki/Springvale_South,_Victoria","Springvale South is a suburb in Melbourne, Victoria, Australia, 24 km south-east of Melbourne's central business district. Its local government area is the City of Greater Dandenong.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Springvale.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Bangholme","https://en.wikipedia.org/wiki/Bangholme,_Victoria","Bangholme is a suburb in Melbourne, Victoria, Australia, 31 km south-east of Melbourne's central business district and adjacent to the urban area. Its local government area is the City of Greater Dandenong. At the 2011 census, Bangholme had a population of 797.
The area is semi-rural and is part of the Melbourne South Eastern green wedge, with much of the land used by the Melbourne Water Eastern Sewage Treatment Plant, and the remainder being mostly small land holdings, with some used for horse acreage.

Bangholme Post Office opened on 15 June 1925, and closed in 1943.
The EastLink tollway passes through the area.>","https://upload.wikimedia.org/wikipedia/en/f/fa/Dandenong_Creek_bike_trail%2C_bridge_across_Eumemmerring_Creek.jpg","Bangholme.jpg","Done","['https://upload.wikimedia.org/wikipedia/en/f/fa/Dandenong_Creek_bike_trail%2C_bridge_across_Eumemmerring_Creek.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/GreaterDandenongSuburbs-Bangholme.png']",
"Noble Park","https://en.wikipedia.org/wiki/Noble_Park,_Victoria","Noble Park is a suburb in Melbourne, Victoria, Australia, 25 km south-east of Melbourne's central business district. Its local government area is the City of Greater Dandenong. At the 2011 census, Noble Park had a population of 28,377.
Noble Park has a mixture of residential, commercial and industrial zones and is home to a highly multicultural population, with residents who have immigrated from Europe, Asia, the Americas, and Africa.","https://upload.wikimedia.org/wikipedia/commons/7/76/Springvalestationsiemens.jpg","Noble Park.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/7/76/Springvalestationsiemens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
